title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_id
Force Majeure (Turist) (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23935
My Life in Orange (Sommer in Orange) (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23936
Brother's War (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23937
"Soldier's Tale, A (1989)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,23938
"Lonely Villa, The (1909)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23939
Spasmo (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23940
"Musketeers of Pig Alley, The (1912)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23941
CBGB (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23942
"Homesman, The (2014)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23943
"Center Stage (Ruan Lingyu) (Actress, The) (New China Woman, The) (1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23944
Cesar Chavez (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23945
Chad Hanna (1940),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23946
Chain Lightning (1950),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23947
When Eight Bells Toll (1971),0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23948
Trailer Park Boys: Don't Legalize It (2014),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23949
"Monkey's Teeth (Dents du singe, Les) (1960)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23950
"Dead Times (Temps morts, Les) (1965)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23951
"World of Kanako, The (Kawaki.) (2014)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,23952
"November Man, The (2014)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23953
My Girlfriend Is an Agent (Chilgeup gongmuwon) (2009),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23954
"Night They Raided Minsky's, The (Night They Invented Striptease, The) (1968)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23955
Cold Turkey (1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23956
White Bird in a Blizzard (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23957
"Snails, The (Escargots, Les) (1966)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23958
Helter Skelter (1976),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,23959
"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2014)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23960
"Occupants, The (2014)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23961
Not Cool (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23962
Who Am I (Kein System Ist Sicher) (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23963
Wer (2013),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,23964
"First Case, Second Case (Ghazieh-e Shekl-e Aval, Ghazieh-e Shekl-e Dou Wom) (1979)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23965
Gang Tapes (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23966
Corpo Celeste (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23967
Rovaniemen markkinoilla (1951),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23968
When Animals Dream (Når dyrene drømmer) (2014),0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,23969
"Boxtrolls, The (2014)",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23970
"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23971
Forbidden City Cop (Dai lap mat tam 008) (1996),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23972
"Girl on the Train, The (2013)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23973
Gore Vidal: The United States of Amnesia (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23974
Double Play: James Benning and Richard Linklater (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23975
Looking for Maria Sanchez (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23976
"Bullet for Joey, A (1955)",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,23977
Africa: Texas Style (1967),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23978
How Wang-Fo Was Saved (Comment Wang-Fo fut sauvé) (1987),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23979
"Captive, The (Prisonnière, La) (1988)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23980
Glumov's Diary (Dnevnik Glumova) (1923),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23981
Nine Lives (Ni liv) (1957),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23982
"Chasers, The (Jakten) (1959)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,23983
"Bridal Party in Hardanger, The (Brudeferden i Hardanger) (1926)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23984
The Empty Hours (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23985
This Is Where I Leave You (2014),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23986
"50 Worst Movies Ever Made, The (2004)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23987
Murph: The Protector (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23988
"Barbary Coast Gent (Gold Town) (Honest Thief, The) (1944)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23989
Angel's Egg (Tenshi no tamago) (1985),0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23990
"Park Avenue: Money, Power and the American Dream (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23991
"Koumiko Mystery, The (Mystère Koumiko, Le) (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23992
Junkopia (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23993
"Look of Silence, The (2014)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23994
51 (2011),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23995
"Case of the Grinning Cat, The (Chats perchés) (2004)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23996
Cabin Fever: Patient Zero (2014),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,23997
American Sniper (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23998
Fort Bliss (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23999
Tusk (2014),0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24000
Arrapaho (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24001
Protector (Protektor) (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24002
Hector and the Search for Happiness (2014),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24003
Rigor Mortis (Geung si) (2013),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24004
"Overnighters, The (2014)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24005
Rock-a-Bye Baby (1958),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24006
Hollywood or Bust (1956),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24007
"Bakeneko: A Vengeful Spirit (Kaibyô nori no numa) (Ghost-Cat Cursed Pond, The) (1968)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24008
"Tribe, The (Plemya) (2014)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24009
Around the Block (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24010
Space Station 76 (2014),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24011
Horns (2014),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24012
Annabelle (2014),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24013
American Promise (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24014
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015
At Land (1944),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24016
"Study in Choreography for Camera, A (1945)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24017
Bloody Pit of Horror (Il boia scarlatto) (Virgins for the Hangman) (1965),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24018
Fangs of the Living Dead (Malenka) (1969),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24019
Blood Moon (2001),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24020
Open Windows (2014),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24021
Happy Christmas (2014),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24022
Two Night Stand (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24023
SS Camp 5: Women's Hell (SS Lager 5: L'inferno delle donne) (1977),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,24024
SS Experiment Love Camp (Lager SSadis Kastrat Kommandantur) (1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24025
Darktown Strutters (Get Down and Boogie) (1975),0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24026
Time of Eve (Eve no jikan) (2010),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24027
Dracula Untold (2014),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24028
Charlie Chan at Monte Carlo (1937),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24029
Charlie Chan at the Circus (1936),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24030
Torrente 3: El protector (2005),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24031
Stretch (2014),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24032
Hellgate (1989),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24033
"Sleeping Car, The (1990)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24034
"Initiation, The (1984)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,24035
Room 666 (Chambre 666) (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24036
"Rat Savior, The (Izbavitelj) (1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24037
Autómata (Automata) (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24038
The Prince (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24039
As I Lay Dying (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24040
Nicky's Family (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24041
"Adventurer: The Curse of the Midas Box, The (2013)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24042
Charlie Chan at the Olympics (1937),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24043
Charlie Chan at the Opera (1936),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,24044
Stereo (1969),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24045
Crimes of the Future (1970),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24046
Guernica (1950),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24047
Gold of Rome (L'oro di Roma) (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24048
Entity (2012),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,24049
House III: The Horror Show (1989),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24050
Legendary (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24051
Millie (1931),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24052
Stranger on the Prowl (Imbarco a mezzanotte) (1952),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24053
"Entitled, The (2011)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24054
"Magic of Ordinary Days, The (2005)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24055
Coelacanth: The Fish That Time Forgot (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24056
Ratko: The Dictator's Son (National Lampoon's Ratko: The Dictator's Son) (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24057
"Captive, The (2014)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,24058
"Scribbler, The (2014)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24059
Benigni (2009),0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24060
Ilo Ilo (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24061
Predestination (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24062
Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur) (2013),0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,24063
"Red Tent, The (Krasnaya palatka) (1969)",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24064
Moomins on the Riviera (Muumit Rivieralla) (2014),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24065
Grace Unplugged (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24066
"Return of Dracula, The (1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24067
Podwórka (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24068
It's My Mother's Birthday Today (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24069
Spare Bed-Room (1969),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24070
Skhizein (2008),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24071
No Time for Nuts (2006),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24072
"Christmas Memory, A (Truman Capote's 'A Christmas Memory') (1997)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24073
Alien Nation: The Udara Legacy (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24074
"Alien Predator (Mutant II) (Falling, The) (1985)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,24075
"Children of Noisy Village, The (a.k.a Children of Bullerby Village, The) (Alla vi barn i Bullerbyn) (1986)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24076
More About the Children of Noisy Village (a.k.a. More About the Children of Bullerby Village) (Mer om oss barn i Bullerbyn) (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24077
"Haunted Castle, The (Hiroku kaibyô-den) (1969)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24078
Justin and the Knights of Valour (2013),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24079
"Bride from Hades, The (Botan-dôrô) (Peony Lantern) (Tale of Peonies and Lanterns, A) (1968)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24080
Jackass Presents: Bad Grandpa .5 (2014),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24081
"Swan Princess: Escape from Castle Mountain, The (1997)",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24082
Barnacle Bill (1941),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24083
Odd Couple (Bo ming chan dao duo ming qiang) (Eternal Conflict) (1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24084
"Lady and the Reaper, The (Dama y la muerte, La) (2009)",0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24085
Ward 13 (2003),0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24086
Rabbit (2005),0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24087
What We Do in the Shadows (2014),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24088
"Dark Horse, The (2014)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24089
Corn Island (Simindis kundzuli) (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24091
Challenge to Lassie (1949),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24092
"Newburgh Sting, The (2014)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24093
RiP: A Remix Manifesto (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24094
The Best of Me (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24095
John Wick (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24096
Plastic (2014),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24097
Two Weeks in Another Town (1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24098
Reclaim (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24099
Good For Nothing (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24100
Snakes and Earrings (Hebi ni piasu) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24101
"Judge, The (2014)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24102
"Disappearance of Eleanor Rigby: Them, The (2014)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24103
Love Is Strange (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24104
Toute la mémoire du monde (1956),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24105
"Kids, The (Mistons, Les) (Mischief Makers, The) (1957)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24106
Antoine and Colette (Antoine et Colette) (1962),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24107
"Culture High, The (2014)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24108
Recipe for Love (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24109
Mount Head (Atama yama) (2002),0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24110
Fury (2014),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24111
My Boyfriends' Dogs (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24112
"Salvation, The (2014)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24113
SIS (2008),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,24114
Grace of Monaco (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24115
Torn (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24116
St. Vincent (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24117
Berlin Babylon (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24118
Young Ones (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24119
"Jungo Goes Bananas: Jungo III (Jungledyret Hugo: Fræk, flabet og fri) (2007)",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120
Land Ho! (2014),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24121
Mine Games (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24122
Charlie Chan at the Race Track (1936),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24123
Charlie Chan at the Wax Museum (1940),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24124
Charlie Chan at Treasure Island (1939),0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,24125
Charlie Chan Carries On (1931),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24126
Charlie Chan in City in Darkness (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24127
Charlie Chan in Honolulu (1938),0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,24128
(A)sexual (2011),0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24129
That Kiljunen Family (Kiljusen herrasväki) (1981),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24130
"Purple Ball, The (Lilovyy shar) (1987)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24131
Sleeping Beauty (2014),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24132
Stage Fright (2014),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24133
"Chaperone, The (2011)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24134
"Swan Princess: The Mystery of the Enchanted Treasure, The (1998)",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24135
Charlie Chan in Panama (1940),0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,24136
Charlie Chan in Paris (1935),0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,24137
Charlie Chan in Reno (1939),0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,24138
Charlie Chan in Rio (1941),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24139
Charlie Chan in The Chinese Cat (1944),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24140
Charlie Chan on Broadway (1937),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,24141
"Wise Kids, The (2011)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24142
Une étudiante d'aujourd'hui (1966),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24143
Advertising and the End of the World (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24144
"Tough Guise: Violence, Media & the Crisis in Masculinity (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24145
"Chair, The (2007)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,24146
"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go) (1993)",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24147
"Miss and the Doctors (Tirez la langue, mademoiselle) (2013)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24148
Grave Secrets (Silent Screams) (1989),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24149
"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24150
Charlie Chan's Chance (1932),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24151
Charlie Chan's Courage (1934),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24152
My Brother the Terrorist (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24153
"Brothers Rico, The (1957)",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,24154
El malvado Carabel (1956),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24155
Left Behind (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24156
"Presentation, or Charlotte and Her Steak (Présentation ou Charlotte et son steak) (1960)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24157
Maria (Mariya) (1989),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24158
"Pleasure Party (Partie de plaisir, Une) (Piece of Pleasure, A) (1975)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24159
Blind (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24160
10 minutes (10 minuta) (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24161
(Absolutions) Pipilotti's Mistakes ((Entlastungen) Pipilottis Fehler) (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24162
